frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,mx1,my1,mx2,my2,plate_text,plate_conf
19,bus,0.92,1,1368,120,1844,450,,,,,,
19,car,0.84,2,1308,312,1375,366,,,,,,
19,car,0.49,3,1230,314,1264,343,,,,,,
19,car,0.5,4,1282,314,1312,342,,,,,,
19,person,0.59,5,1001,309,1028,376,,,,,,
19,person,0.4,6,943,293,964,351,,,,,,
20,bus,0.92,1,1366,124,1829,448,,,,,,
20,car,0.84,2,1308,313,1374,366,,,,,,
20,car,0.47,3,1230,314,1263,343,,,,,,
20,car,0.49,4,1283,314,1312,342,,,,,,
20,person,0.67,5,1002,309,1029,375,,,,,,
20,person,0.5,6,944,294,965,351,,,,,,
21,bus,0.91,1,1365,127,1816,445,,,,,,
21,car,0.8,2,1307,313,1373,366,,,,,,
21,car,0.47,3,1229,315,1262,343,,,,,,
21,car,0.46,4,1283,314,1312,341,,,,,,
21,person,0.67,5,1004,307,1031,375,,,,,,
21,person,0.46,6,945,293,966,351,,,,,,
22,bus,0.92,1,1363,130,1807,445,,,,,,
22,car,0.81,2,1306,313,1370,365,,,,,,
22,car,0.48,3,1228,315,1262,343,,,,,,
22,car,0.42,4,1283,314,1312,342,,,,,,
22,person,0.66,5,1005,303,1032,375,,,,,,
23,bus,0.92,1,1363,133,1793,443,,,,,,
23,car,0.81,2,1306,313,1367,365,,,,,,
23,car,0.46,3,1229,315,1261,343,,,,,,
23,car,0.42,4,1283,314,1311,342,,,,,,
23,person,0.63,5,1007,302,1033,373,,,,,,
24,bus,0.93,1,1362,137,1781,441,,,,,,
24,car,0.83,2,1306,313,1366,364,,,,,,
24,car,0.47,3,1229,315,1261,344,,,,,,
24,car,0.41,4,1283,314,1311,342,,,,,,
24,person,0.62,5,1008,301,1035,372,,,,,,
25,bus,0.92,1,1361,140,1772,439,,,,,,
25,car,0.82,2,1306,313,1364,364,,,,,,
25,car,0.47,3,1229,314,1261,343,,,,,,
25,car,0.46,4,1283,314,1311,342,,,,,,
25,person,0.64,5,1010,303,1035,372,,,,,,
26,bus,0.92,1,1360,143,1765,439,,,,,,
26,car,0.8,2,1306,313,1364,364,,,,,,
26,car,0.45,3,1229,313,1261,343,,,,,,
26,car,0.41,4,1284,314,1311,343,,,,,,
26,person,0.64,5,1011,303,1037,371,,,,,,
27,bus,0.91,1,1359,145,1756,441,,,,,,
27,car,0.8,2,1306,314,1363,364,,,,,,
27,car,0.44,3,1229,313,1261,343,,,,,,
27,person,0.65,5,1012,302,1040,371,,,,,,
27,person,0.43,7,978,301,995,347,,,,,,
28,bus,0.92,1,1359,147,1743,438,,,,,,
28,car,0.78,2,1305,314,1362,364,,,,,,
28,car,0.49,3,1228,313,1261,343,,,,,,
28,person,0.65,5,1012,299,1042,370,,,,,,
28,person,0.43,7,978,300,996,347,,,,,,
29,bus,0.93,1,1358,149,1736,432,,,,,,
29,car,0.77,2,1305,313,1361,364,,,,,,
29,car,0.53,3,1228,313,1261,343,,,,,,
29,person,0.59,5,1013,297,1043,369,,,,,,
29,person,0.42,7,977,300,996,347,,,,,,
30,bus,0.93,1,1356,151,1729,431,,,,,,
30,car,0.78,2,1305,313,1361,364,,,,,,
30,car,0.57,3,1227,313,1260,343,,,,,,
30,person,0.63,5,1014,298,1044,369,,,,,,
30,person,0.4,7,978,300,997,348,,,,,,
31,bus,0.92,1,1356,152,1723,429,,,,,,
31,car,0.77,2,1305,313,1361,364,,,,,,
31,car,0.56,3,1227,314,1260,343,,,,,,
31,person,0.61,5,1015,301,1044,369,,,,,,
32,bus,0.92,1,1355,153,1717,427,,,,,,
32,car,0.76,2,1304,313,1360,364,,,,,,
32,car,0.59,3,1227,314,1260,343,,,,,,
32,person,0.67,5,1016,304,1044,369,,,,,,
33,bus,0.92,1,1354,155,1710,426,,,,,,
33,car,0.75,2,1304,313,1359,363,,,,,,
33,car,0.6,3,1227,314,1260,343,,,,,,
33,person,0.55,5,1017,308,1044,368,,,,,,
34,bus,0.92,1,1353,158,1705,426,,,,,,
34,car,0.74,2,1303,313,1358,363,,,,,,
34,car,0.66,3,1226,314,1260,343,,,,,,
34,person,0.6,5,1019,312,1045,368,,,,,,
35,bus,0.91,1,1352,160,1699,427,,,,,,
35,car,0.78,2,1303,313,1355,363,,,,,,
35,car,0.66,3,1225,314,1260,343,,,,,,
35,person,0.56,5,1021,313,1047,368,,,,,,
36,bus,0.92,1,1349,162,1691,425,,,,,,
36,car,0.77,2,1303,313,1353,362,,,,,,
36,car,0.66,3,1225,315,1260,343,,,,,,
36,person,0.54,5,1022,313,1048,368,,,,,,
37,bus,0.92,1,1347,163,1682,423,,,,,,
37,car,0.78,2,1303,313,1352,362,,,,,,
37,car,0.66,3,1225,315,1260,343,,,,,,
37,person,0.49,5,1024,313,1049,369,,,,,,
38,bus,0.93,1,1346,165,1674,421,,,,,,
38,car,0.76,2,1303,314,1350,362,,,,,,
38,car,0.65,3,1225,314,1260,343,,,,,,
38,person,0.5,5,1027,311,1050,369,,,,,,
39,bus,0.92,1,1345,167,1667,423,,,,,,
39,car,0.75,2,1303,314,1349,361,,,,,,
39,car,0.62,3,1225,314,1260,343,,,,,,
39,person,0.53,5,1027,306,1052,369,,,,,,
40,bus,0.93,1,1345,169,1661,424,,,,,,
40,car,0.73,2,1303,314,1347,361,,,,,,
40,car,0.61,3,1225,315,1259,343,,,,,,
40,person,0.54,5,1027,303,1052,369,,,,,,
41,bus,0.92,1,1344,171,1654,422,,,,,,
41,car,0.74,2,1303,314,1346,360,,,,,,
41,car,0.62,3,1225,315,1259,343,,,,,,
41,person,0.53,5,1028,305,1053,369,,,,,,
42,bus,0.92,1,1344,174,1649,418,,,,,,
42,car,0.74,2,1303,315,1345,360,,,,,,
42,car,0.57,3,1225,315,1259,343,,,,,,
42,person,0.51,5,1029,308,1053,369,,,,,,
43,bus,0.91,1,1343,176,1642,418,,,,,,
43,car,0.77,2,1302,315,1345,359,,,,,,
43,car,0.58,3,1225,316,1259,343,,,,,,
43,person,0.48,5,1030,310,1053,369,,,,,,
44,bus,0.91,1,1342,177,1637,416,,,,,,
44,car,0.76,2,1301,315,1344,359,,,,,,
44,car,0.6,3,1225,316,1258,343,,,,,,
44,person,0.47,5,1032,311,1054,368,,,,,,
45,bus,0.9,1,1340,178,1632,417,,,,,,
45,car,0.7,2,1301,315,1343,358,,,,,,
45,car,0.59,3,1225,316,1258,342,,,,,,
45,person,0.48,5,1032,311,1055,369,,,,,,
46,bus,0.9,1,1339,179,1627,419,,,,,,
46,car,0.77,2,1301,316,1342,358,,,,,,
46,car,0.61,3,1225,315,1258,342,,,,,,
46,person,0.44,5,1032,309,1055,368,,,,,,
47,bus,0.91,1,1338,180,1623,418,,,,,,
47,car,0.72,2,1301,316,1342,358,,,,,,
47,car,0.58,3,1225,315,1258,342,,,,,,
47,person,0.46,5,1033,308,1056,368,,,,,,
48,bus,0.91,1,1337,182,1620,416,,,,,,
48,car,0.73,2,1300,316,1341,358,,,,,,
48,car,0.58,3,1225,315,1258,342,,,,,,
48,person,0.42,5,1033,309,1055,368,,,,,,
49,bus,0.9,1,1337,184,1613,415,,,,,,
49,car,0.72,2,1298,316,1341,358,,,,,,
49,car,0.51,3,1226,315,1258,342,,,,,,
49,person,0.41,5,1034,307,1057,367,,,,,,
50,bus,0.9,1,1337,185,1607,414,,,,,,
50,car,0.72,2,1298,317,1340,358,,,,,,
50,car,0.5,3,1226,316,1258,342,,,,,,
51,bus,0.91,1,1337,186,1601,412,,,,,,
51,car,0.73,2,1298,318,1338,357,,,,,,
51,car,0.5,3,1226,316,1258,342,,,,,,
52,bus,0.91,1,1337,187,1598,412,,,,,,
52,car,0.72,2,1297,318,1336,357,,,,,,
52,car,0.52,3,1226,316,1257,342,,,,,,
53,bus,0.91,1,1336,189,1592,411,,,,,,
53,car,0.69,2,1296,318,1335,357,,,,,,
53,car,0.53,3,1226,315,1258,342,,,,,,
54,bus,0.91,1,1336,191,1589,410,,,,,,
54,car,0.69,2,1295,317,1334,357,,,,,,
54,car,0.54,3,1226,315,1258,342,,,,,,
55,bus,0.91,1,1335,191,1584,410,,,,,,
55,car,0.73,2,1295,316,1333,357,,,,,,
55,car,0.57,3,1225,315,1258,342,,,,,,
56,bus,0.9,1,1334,192,1579,410,,,,,,
56,car,0.71,2,1295,316,1332,357,,,,,,
56,car,0.55,3,1225,316,1258,341,,,,,,
57,bus,0.9,1,1333,193,1576,409,,,,,,
57,car,0.72,2,1295,316,1332,357,,,,,,
57,car,0.54,3,1225,316,1258,341,,,,,,
58,bus,0.88,1,1332,194,1574,409,,,,,,
58,car,0.73,2,1295,316,1331,357,,,,,,
58,car,0.54,3,1225,315,1258,341,,,,,,
59,bus,0.87,1,1331,195,1569,409,,,,,,
59,car,0.73,2,1294,316,1331,357,,,,,,
59,car,0.54,3,1225,316,1258,341,,,,,,
60,bus,0.85,1,1331,196,1567,409,,,,,,
60,car,0.7,2,1294,316,1331,357,,,,,,
60,car,0.54,3,1225,315,1258,341,,,,,,
61,bus,0.86,1,1331,197,1564,409,,,,,,
61,car,0.7,2,1293,316,1330,356,,,,,,
61,car,0.51,3,1225,316,1259,341,,,,,,
62,bus,0.85,1,1330,198,1560,409,,,,,,
62,car,0.68,2,1293,315,1330,355,,,,,,
62,car,0.48,3,1226,316,1259,341,,,,,,
63,bus,0.84,1,1330,199,1554,409,,,,,,
63,car,0.7,2,1292,315,1329,355,,,,,,
63,car,0.49,3,1226,316,1259,342,,,,,,
64,bus,0.86,1,1329,200,1550,408,,,,,,
64,car,0.71,2,1291,314,1328,354,,,,,,
64,car,0.47,3,1226,316,1259,341,,,,,,
65,bus,0.87,1,1328,200,1547,406,,,,,,
65,car,0.69,2,1291,314,1327,354,,,,,,
65,car,0.5,3,1226,316,1259,341,,,,,,
66,bus,0.88,1,1327,201,1543,402,,,,,,
66,car,0.63,2,1291,313,1326,354,,,,,,
66,car,0.5,3,1226,316,1259,341,,,,,,
67,bus,0.88,1,1327,202,1539,402,,,,,,
67,car,0.6,2,1291,314,1326,354,,,,,,
67,car,0.48,3,1226,316,1258,341,,,,,,
68,bus,0.89,1,1326,203,1536,400,,,,,,
68,car,0.58,2,1289,315,1326,355,,,,,,
68,car,0.49,3,1226,316,1259,341,,,,,,
69,bus,0.9,1,1326,205,1534,400,,,,,,
69,car,0.56,2,1289,317,1325,355,,,,,,
69,car,0.44,3,1226,316,1259,341,,,,,,
70,bus,0.89,1,1324,206,1532,400,,,,,,
70,car,0.62,2,1289,317,1325,355,,,,,,
70,car,0.47,3,1226,316,1259,341,,,,,,
71,bus,0.88,1,1323,207,1529,399,,,,,,
71,car,0.63,2,1288,317,1326,354,,,,,,
71,car,0.49,3,1226,316,1259,341,,,,,,
72,bus,0.88,1,1322,208,1525,398,,,,,,
72,car,0.65,2,1287,318,1326,354,,,,,,
72,car,0.51,3,1226,316,1259,341,,,,,,
73,bus,0.88,1,1321,209,1523,397,,,,,,
73,car,0.68,2,1287,317,1325,354,,,,,,
73,car,0.54,3,1225,316,1258,341,,,,,,
74,bus,0.9,1,1321,210,1519,396,,,,,,
74,car,0.7,2,1286,317,1324,354,,,,,,
74,car,0.54,3,1225,316,1259,341,,,,,,
75,bus,0.9,1,1321,210,1519,395,,,,,,
75,car,0.73,2,1286,315,1323,354,,,,,,
75,car,0.53,3,1225,316,1259,341,,,,,,
76,bus,0.91,1,1321,210,1515,395,,,,,,
76,car,0.75,2,1285,313,1322,354,,,,,,
76,car,0.51,3,1225,316,1259,341,,,,,,
77,bus,0.89,1,1319,210,1513,394,,,,,,
77,car,0.75,2,1285,311,1321,354,,,,,,
77,car,0.53,3,1225,316,1259,341,,,,,,
78,bus,0.89,1,1318,212,1512,394,,,,,,
78,car,0.77,2,1285,310,1320,354,,,,,,
78,car,0.51,3,1225,316,1259,341,,,,,,
79,bus,0.89,1,1318,213,1511,394,,,,,,
79,car,0.79,2,1284,310,1320,353,,,,,,
79,car,0.52,3,1226,316,1259,341,,,,,,
80,bus,0.89,1,1316,214,1509,393,,,,,,
80,car,0.8,2,1285,310,1319,353,,,,,,
80,car,0.5,3,1226,316,1259,341,,,,,,
81,bus,0.89,1,1316,215,1508,392,,,,,,
81,car,0.78,2,1285,309,1318,353,,,,,,
81,car,0.48,3,1226,316,1259,341,,,,,,
82,bus,0.88,1,1315,215,1503,392,,,,,,
82,car,0.75,2,1285,310,1317,353,,,,,,
82,car,0.49,3,1226,316,1259,341,,,,,,
83,bus,0.86,1,1314,216,1499,392,,,,,,
83,car,0.76,2,1284,311,1315,352,,,,,,
83,car,0.49,3,1226,316,1259,341,,,,,,
84,bus,0.85,1,1314,216,1497,392,,,,,,
84,car,0.75,2,1283,312,1315,352,,,,,,
84,car,0.46,3,1227,317,1259,341,,,,,,
85,bus,0.85,1,1313,216,1495,391,,,,,,
85,car,0.72,2,1283,312,1315,352,,,,,,
86,bus,0.85,1,1312,217,1491,392,,,,,,
86,car,0.69,2,1282,312,1315,352,,,,,,
87,bus,0.83,1,1312,218,1487,393,,,,,,
87,car,0.72,2,1281,313,1315,352,,,,,,
88,bus,0.85,1,1312,218,1484,392,,,,,,
88,car,0.7,2,1279,312,1315,352,,,,,,
88,car,0.43,8,1475,321,1517,385,,,,,,
89,bus,0.87,1,1311,218,1481,389,,,,,,
89,car,0.7,2,1279,312,1314,352,,,,,,
89,car,0.49,8,1474,322,1516,384,,,,,,
90,bus,0.86,1,1310,219,1480,389,,,,,,
90,car,0.69,2,1279,312,1313,352,,,,,,
90,car,0.49,8,1472,322,1517,384,,,,,,
91,bus,0.82,1,1310,220,1479,389,,,,,,
91,car,0.72,2,1279,311,1312,352,,,,,,
91,car,0.52,8,1470,322,1517,384,,,,,,
92,bus,0.86,1,1309,221,1477,388,,,,,,
92,car,0.68,2,1278,311,1312,352,,,,,,
92,car,0.4,8,1468,321,1518,385,,,,,,
93,bus,0.86,1,1309,221,1474,387,,,,,,
93,car,0.67,2,1277,312,1312,352,,,,,,
93,car,0.5,8,1462,322,1518,384,,,,,,
94,bus,0.86,1,1308,223,1471,386,,,,,,
94,car,0.67,2,1276,312,1311,351,,,,,,
95,bus,0.84,1,1308,223,1469,386,,,,,,
95,car,0.63,2,1275,311,1310,351,,,,,,
95,person,0.75,10,0,236,36,493,,,,,,
96,bus,0.88,1,1307,224,1467,385,,,,,,
96,car,0.6,2,1274,311,1309,350,,,,,,
96,person,0.8,10,0,230,49,488,,,,,,
96,car,0.49,8,1455,323,1516,383,,,,,,
97,bus,0.8,1,1307,225,1464,385,,,,,,
97,car,0.68,2,1273,313,1309,350,,,,,,
97,person,0.81,10,0,230,62,488,,,,,,
97,car,0.45,8,1451,323,1515,383,,,,,,
98,bus,0.73,1,1307,225,1463,384,,,,,,
98,car,0.71,2,1272,314,1309,350,,,,,,
98,person,0.83,10,0,232,67,489,,,,,,
98,car,0.57,8,1447,323,1516,384,,,,,,
99,bus,0.69,1,1307,225,1461,384,,,,,,
99,car,0.7,2,1272,315,1309,350,,,,,,
99,person,0.88,10,0,233,71,490,,,,,,
99,car,0.54,8,1448,323,1517,385,,,,,,
99,truck,0.44,11,1307,224,1462,386,,,,,,
100,bus,0.83,1,1306,226,1460,383,,,,,,
100,car,0.65,2,1272,315,1308,349,,,,,,
100,person,0.89,10,0,234,75,491,,,,,,
100,car,0.6,8,1449,323,1518,385,,,,,,
101,bus,0.84,1,1306,227,1459,383,,,,,,
101,car,0.64,2,1272,315,1307,349,,,,,,
101,person,0.89,10,0,234,77,493,,,,,,
101,car,0.66,8,1447,323,1518,385,,,,,,
102,bus,0.79,1,1306,228,1457,383,,,,,,
102,car,0.62,2,1272,316,1307,349,,,,,,
102,person,0.88,10,0,233,80,494,,,,,,
102,car,0.72,8,1445,323,1518,385,,,,,,
103,bus,0.79,1,1306,228,1456,382,,,,,,
103,car,0.62,2,1271,316,1306,349,,,,,,
103,person,0.88,10,0,232,84,494,,,,,,
103,car,0.76,8,1443,323,1519,385,,,,,,
104,bus,0.76,1,1305,229,1456,381,,,,,,
104,car,0.62,2,1272,315,1305,348,,,,,,
104,person,0.88,10,0,231,90,493,,,,,,
104,car,0.84,8,1438,322,1520,385,,,,,,
105,bus,0.8,1,1305,230,1456,381,,,,,,
105,car,0.63,2,1272,314,1305,348,,,,,,
105,person,0.87,10,2,230,97,492,,,,,,
105,car,0.86,8,1436,323,1520,385,,,,,,
106,bus,0.82,1,1304,231,1456,380,,,,,,
106,car,0.67,2,1271,314,1304,347,,,,,,
106,person,0.86,10,8,232,105,492,,,,,,
106,car,0.88,8,1434,323,1520,385,,,,,,
106,person,0.4,12,1075,321,1089,363,,,,,,
107,bus,0.82,1,1303,232,1456,378,,,,,,
107,car,0.68,2,1271,314,1302,347,,,,,,
107,person,0.88,10,14,232,118,491,,,,,,
107,car,0.88,8,1433,322,1521,385,,,,,,
108,bus,0.8,1,1302,233,1454,379,,,,,,
108,car,0.69,2,1270,314,1302,347,,,,,,
108,person,0.88,10,19,233,133,491,,,,,,
108,car,0.86,8,1433,322,1521,385,,,,,,
109,bus,0.78,1,1301,233,1452,378,,,,,,
109,car,0.67,2,1267,314,1302,347,,,,,,
109,person,0.91,10,26,235,149,491,,,,,,
109,car,0.81,8,1432,322,1520,385,,,,,,
110,bus,0.83,1,1300,233,1450,379,,,,,,
110,car,0.66,2,1266,315,1301,347,,,,,,
110,person,0.91,10,31,238,160,490,,,,,,
110,car,0.8,8,1432,321,1519,384,,,,,,
111,bus,0.83,1,1300,233,1448,378,,,,,,
111,car,0.64,2,1264,315,1301,348,,,,,,
111,person,0.91,10,36,239,167,489,,,,,,
111,car,0.82,8,1432,321,1519,384,,,,,,
112,bus,0.82,1,1300,233,1446,378,,,,,,
112,car,0.64,2,1263,315,1301,348,,,,,,
112,person,0.89,10,38,240,171,489,,,,,,
112,car,0.82,8,1433,321,1519,384,,,,,,
113,bus,0.8,1,1299,233,1444,377,,,,,,
113,car,0.63,2,1262,315,1300,347,,,,,,
113,person,0.88,10,41,242,173,488,,,,,,
113,car,0.79,8,1432,321,1519,385,,,,,,
114,bus,0.71,1,1298,234,1443,377,,,,,,
114,car,0.61,2,1260,314,1300,347,,,,,,
114,person,0.89,10,45,241,173,488,,,,,,
114,car,0.78,8,1428,321,1519,385,,,,,,
115,bus,0.63,1,1297,234,1443,377,,,,,,
115,car,0.58,2,1260,314,1299,348,,,,,,
115,person,0.9,10,53,239,172,489,,,,,,
115,car,0.8,8,1424,320,1519,385,,,,,,
116,truck,0.54,1,1297,235,1442,377,,,,,,
116,car,0.59,2,1261,313,1298,347,,,,,,
116,person,0.9,10,63,239,172,485,,,,,,
116,car,0.79,8,1424,320,1519,385,,,,,,
117,truck,0.59,1,1297,235,1437,376,,,,,,
117,car,0.61,2,1260,313,1297,347,,,,,,
117,person,0.87,10,75,239,172,482,,,,,,
117,car,0.8,8,1423,320,1519,385,,,,,,
117,bus,0.56,13,1296,235,1439,376,,,,,,
118,bus,0.61,1,1295,236,1434,376,,,,,,
118,car,0.59,2,1258,314,1297,347,,,,,,
118,person,0.85,10,86,238,172,480,,,,,,
118,car,0.82,8,1423,320,1519,385,,,,,,
118,truck,0.6,13,1296,236,1434,375,,,,,,
119,bus,0.69,1,1294,237,1432,376,,,,,,
119,car,0.6,2,1258,314,1296,347,,,,,,
119,person,0.86,10,95,237,177,478,,,,,,
119,car,0.82,8,1423,320,1518,385,,,,,,
119,truck,0.57,13,1296,236,1431,375,,,,,,
120,bus,0.7,1,1293,237,1430,375,,,,,,
120,car,0.6,2,1258,314,1296,347,,,,,,
120,person,0.82,10,100,236,182,478,,,,,,
120,car,0.82,8,1424,320,1518,385,,,,,,
120,truck,0.58,13,1295,237,1429,375,,,,,,
121,bus,0.82,1,1292,237,1429,375,,,,,,
121,car,0.54,2,1258,314,1295,347,,,,,,
121,person,0.76,10,105,236,185,479,,,,,,
121,car,0.82,8,1423,321,1518,385,,,,,,
122,bus,0.84,1,1292,238,1428,375,,,,,,
122,car,0.49,2,1255,314,1294,347,,,,,,
122,person,0.85,10,108,238,192,479,,,,,,
122,car,0.81,8,1423,321,1518,384,,,,,,
123,bus,0.84,1,1291,238,1427,375,,,,,,
123,car,0.57,2,1254,312,1293,347,,,,,,
123,person,0.86,10,110,239,200,478,,,,,,
123,car,0.81,8,1423,321,1518,384,,,,,,
124,bus,0.8,1,1290,240,1426,374,,,,,,
124,car,0.53,2,1254,312,1293,348,,,,,,
124,person,0.85,10,112,242,209,477,,,,,,
124,car,0.81,8,1423,321,1518,384,,,,,,
125,bus,0.81,1,1290,240,1424,373,,,,,,
125,car,0.51,2,1253,311,1293,348,,,,,,
125,person,0.86,10,113,243,216,476,,,,,,
125,car,0.8,8,1423,321,1517,384,,,,,,
126,bus,0.83,1,1290,241,1422,373,,,,,,
126,car,0.45,2,1252,310,1292,347,,,,,,
126,person,0.9,10,115,244,222,475,,,,,,
126,car,0.79,8,1423,321,1517,384,,,,,,
126,car,0.48,14,1402,321,1449,368,,,,,,
127,bus,0.81,1,1288,241,1419,372,,,,,,
127,car,0.44,2,1252,309,1292,346,,,,,,
127,person,0.88,10,120,244,226,476,,,,,,
127,car,0.78,8,1424,321,1517,384,,,,,,
127,car,0.52,14,1401,321,1449,369,,,,,,
128,bus,0.78,1,1287,242,1417,371,,,,,,
128,car,0.49,2,1251,308,1291,347,,,,,,
128,person,0.85,10,127,242,229,475,,,,,,
128,car,0.78,8,1424,322,1517,385,,,,,,
128,car,0.48,14,1405,322,1449,369,,,,,,
129,bus,0.84,1,1288,243,1416,372,,,,,,
129,car,0.51,2,1251,309,1290,347,,,,,,
129,person,0.84,10,133,242,230,475,,,,,,
129,car,0.78,8,1424,322,1517,385,,,,,,
129,car,0.46,14,1400,322,1449,371,,,,,,
130,bus,0.82,1,1288,243,1415,373,,,,,,
130,car,0.51,2,1252,310,1289,347,,,,,,
130,person,0.84,10,145,242,238,473,,,,,,
130,car,0.76,8,1425,322,1517,385,,,,,,
130,car,0.51,14,1401,322,1448,370,,,,,,
131,bus,0.87,1,1288,244,1413,372,,,,,,
131,car,0.57,2,1251,311,1288,347,,,,,,
131,person,0.82,10,154,241,241,470,,,,,,
131,car,0.76,8,1425,322,1517,385,,,,,,
131,car,0.54,14,1399,322,1448,371,,,,,,
132,bus,0.87,1,1288,244,1411,372,,,,,,
132,car,0.66,2,1250,312,1288,347,,,,,,
132,person,0.81,10,160,241,243,470,,,,,,
132,car,0.74,8,1426,321,1517,384,,,,,,
132,car,0.53,14,1399,321,1448,368,,,,,,
133,bus,0.85,1,1287,245,1410,371,,,,,,
133,car,0.69,2,1250,313,1287,347,,,,,,
133,person,0.81,10,166,241,246,470,,,,,,
133,car,0.72,8,1427,321,1517,384,,,,,,
133,car,0.54,14,1399,321,1449,366,,,,,,
134,bus,0.84,1,1286,245,1409,370,,,,,,
134,car,0.71,2,1250,313,1287,346,,,,,,
134,person,0.83,10,173,240,250,469,,,,,,
134,car,0.75,8,1428,321,1517,384,,,,,,
